sku,description,weekly_picks,class
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,2.3,B
84827,ASS DES PHONE SPONGE CRAFT STICKER,0.36,B
77101A,UNION FLAG WINDSOCK,0.89,B
85215,ASSORTED CHEESE FRIDGE MAGNETS,0.7,B
22905,CALENDAR IN SEASON DESIGN,1.9,B
22606,WOODEN SKITTLES GARDEN SET,3.7,B
84580,MOUSE TOY WITH PINK T-SHIRT,4.44,B
47585A,PINK FAIRY CAKE CUSHION COVER,1.43,B
21208,PASTEL COLOUR HONEYCOMB FAN,1.18,B
21333,CLASSIC WHITE FRAME,2.18,B
21720,CAKE SHOP  STICKER SHEET,1.1,B
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,1.02,B
85231L,LAVENDER SCENTED SET/9 T-LIGHTS,1.15,B
23080,RED METAL BOX TOP SECRET,2.51,B
21400,RED PUDDING SPOON,0.87,B
21062,PARTY INVITES SPACEMAN,1.33,B
72045D,ROSES ON BLUE TEACUP CANDLE,0.09,B
20663,QUEEN OF THE SKIES HOLIDAY PURSE,0.44,B
23548,WRAP MAGIC FOREST,0.41,B
23012,GLASS APOTHECARY BOTTLE PERFUME,2.39,B
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,0.64,B
35920,FOUR RABBIT EASTER DECORATIONS,0.23,B
17013D,ORIGAMI ROSE INCENSE IN TUBE,0.3,B
22647,CERAMIC LOVE HEART MONEY BANK,0.82,B
21472,LADYBIRD + BEE RAFFIA FOOD COVER,2.79,B
21910,WAY OUT METAL SIGN,1.07,B
20802,SMALL GLASS SUNDAE DISH CLEAR,1.13,B
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,3.88,B
21009,ETCHED GLASS STAR TREE DECORATION,1.04,B
23509,MINI PLAYING CARDS FUN FAIR,0.65,B
21882,SKULLS TAPE,1.23,B
22515,CHILDS GARDEN SPADE PINK,2.09,B
23530,WALL ART ONLY ONE PERSON,0.84,B
22977,DOLLY GIRL CHILDRENS EGG CUP,1.47,B
16202B,PASTEL BLUE PHOTO ALBUM,0.22,B
84569D,PACK 6 HEART/ICE-CREAM PATCHES,1.8,B
84817,DANISH ROSE DECORATIVE PLATE,0.76,B
85047,WHITE BEADED GARLAND STRING 20LIGHT,2.33,B
35648,VINTAGE BEAD PINK PURSE,1.43,B
20770,ABSTRACT CIRCLE JOURNAL,2.0,B
21972,SET OF 36 DINOSAUR PAPER DOILIES,1.64,B
21537,RETRO SPOTS PUDDING BOWL,2.61,B
23237,SET OF 4 KNICK KNACK TINS LEAVES,1.7,B
85200,BUNNY EGG BOX,1.03,B
23404,HOME SWEET HOME BLACKBOARD,1.62,B
21248,DOOR HANGER  MUM + DADS ROOM,1.55,B
22283,6 EGG HOUSE PAINTED WOOD,3.72,B
72038P,PRICE'S CANDLE PEACH,0.09,B
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,1.46,B
22374,AIRLINE BAG VINTAGE JET SET RED,4.27,B
22778,GLASS CLOCHE SMALL,2.03,B
23096,PETIT TRAY CHIC,1.41,B
21579,LOLITA  DESIGN  COTTON TOTE BAG,1.4,B
17084P,DRAGONS BLOOD INCENSE,0.7,B
22811,SET OF 6 T-LIGHTS CACTI,1.42,B
21724,PANDA AND BUNNIES STICKER SHEET,1.78,B
21324,HANGING MEDINA LANTERN SMALL,1.8,B
21219,SET/4 BADGES BALLOON GIRL,1.75,B
79030D,"TUMBLER, BAROQUE",0.62,B
23132,SMALL IVORY HEART WALL ORGANISER,1.48,B
23061,VINTAGE EMBOSSED HEART,1.14,B
21636,MADRAS NOTEBOOK MEDIUM,1.02,B
21467,CHERRY CROCHET FOOD COVER,2.5,B
47504H,ENGLISH ROSE SPIRIT LEVEL,1.36,B
22947,WOODEN ADVENT CALENDAR RED,2.12,B
22120,WELCOME  WOODEN BLOCK LETTERS,3.57,B
21426,WOODLAND STORAGE BOX SMALL,0.97,B
22684,"FRENCH BLUE METAL DOOR SIGN, 9",1.68,B
22845,VINTAGE CREAM CAT FOOD CONTAINER,3.91,B
22937,BAKING MOULD CHOCOLATE CUPCAKES,1.64,B
22313,OFFICE MUG WARMER PINK,1.37,B
22767,TRIPLE PHOTO FRAME CORNICE,2.91,B
22721,SET OF 3 CAKE TINS SKETCHBOOK,2.86,B
21808,"CHRISTMAS GARLAND STARS,TREES",1.44,B
22100,SKULLS SQUARE TISSUE BOX,1.36,B
85173,SET/6 FROG PRINCE T-LIGHT CANDLES,1.47,B
21363,HOME SMALL WOOD LETTERS,4.09,B
22180,RETRO SPOT LAMP,4.03,B
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,3.09,B
20941,FROG CANDLE,1.21,B
21698,MOCK LOBSTER FRIDGE MAGNET,1.14,B
16258B,DAISY ERASERS IN BAG,0.16,B
21195,PINK  HONEYCOMB PAPER BALL,1.49,B
22742,MAKE YOUR OWN PLAYTIME CARD KIT,1.82,B
16161C,WRAP SPEED DEMONS,0.04,B
21625,VINTAGE UNION JACK APRON,3.4,B
22248,DECORATION  PINK CHICK MAGIC GARDEN,1.73,B
79320,FLAMINGO LIGHTS,1.45,B
23255,CHILDRENS CUTLERY CIRCUS PARADE,1.51,B
23299,FOOD COVER WITH BEADS SET 2,1.41,B
21285,RETRO SPOT CANDLE  MEDIUM,0.96,B
79062D,"RETRO TIN ASHTRAY,REVOLUTIONARY",0.05,B
23526,DOG LICENCE WALL ART,1.37,B
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,0.4,B
21926,RED/CREAM STRIPE CUSHION COVER,1.41,B
23283,DOORMAT VINTAGE LEAVES DESIGN,2.23,B
21707,"FOLDING UMBRELLA , BLACK/BLUE  SPOT",1.67,B
84989B,75 BLACK FAIRY CAKE CASES,0.55,B
21286,RETRO SPOT CANDLE  LARGE,0.98,B
